LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,deficit_pc,Flag Codes,in_comparators,balance_pc,bal_05ya,bal_07ya,bal_10ya,min_05y,min_03y
AUS,GGNLEND,TOT,PC_GDP,A,1994,4.152521296,NA,FALSE,-4.152521296,3.757768518,3.4881199468571427,2.5007648917,3.316645958,4.152521296
AUS,GGNLEND,TOT,PC_GDP,A,1995,2.905047204,NA,FALSE,-2.905047204,2.4869420939999998,2.555864345142857,2.2925071826,2.905047204,2.905047204
AUS,GGNLEND,TOT,PC_GDP,A,1996,1.128777524,NA,FALSE,-1.128777524,1.45771077,1.3869819715714284,1.7881602492,1.128777524,1.128777524
AUS,GGNLEND,TOT,PC_GDP,A,1997,-0.173440776,NA,FALSE,0.173440776,0.22690945660000003,0.9315910637142857,1.0988141472,-0.173440776,-0.173440776
AUS,GGNLEND,TOT,PC_GDP,A,1998,-0.724351398,NA,FALSE,0.724351398,-0.1072862108,0.44665494714285714,0.5755803857999999,-0.724351398,-0.724351398
AUS,GGNLEND,TOT,PC_GDP,A,1999,-2.001485271,NA,FALSE,2.001485271,-0.1814480196,-0.07017603571428573,0.0660928563,-2.001485271,-2.001485271
AUS,GGNLEND,TOT,PC_GDP,A,2000,1.234068867,NA,FALSE,-1.234068867,-0.28931379960000003,-0.34722030942857146,-0.39078581910000004,-2.001485271,-2.001485271
AUS,GGNLEND,TOT,PC_GDP,A,2001,0.75796847999999994,NA,FALSE,-0.75796847999999994,-0.3065499984,-0.45706505557142857,-0.6691901302000001,-2.001485271,-2.001485271
AUS,GGNLEND,TOT,PC_GDP,A,2002,-0.712769676,NA,FALSE,0.712769676,-0.09472374400000003,-0.591263363,-0.7238659827,-2.001485271,-0.712769676
AUS,GGNLEND,TOT,PC_GDP,A,2003,-0.810532392,NA,FALSE,0.810532392,-0.6742854274000001,-0.5418034081428572,-0.2768945792,-2.001485271,-0.810532392
AUS,GGNLEND,TOT,PC_GDP,A,2004,-0.942353999,NA,FALSE,0.942353999,-1.1569322408,-0.820984575,0.47919760349999996,-0.942353999,-0.942353999
AUS,GGNLEND,TOT,PC_GDP,A,2005,-1.66373955,NA,FALSE,1.66373955,-1.1584181658000001,-0.39421398114285716,0.8019436072999999,-1.66373955,-1.66373955
AUS,GGNLEND,TOT,PC_GDP,A,2006,-1.655265587,NA,FALSE,1.655265587,-0.24723916,0.5018154805714286,1.1876735242999998,-1.66373955,-1.66373955
AUS,GGNLEND,TOT,PC_GDP,A,2007,-0.720199301,NA,FALSE,0.720199301,1.0531189509999999,1.2549670944285714,1.5475842089999998,-1.66373955,-1.66373955
AUS,GGNLEND,TOT,PC_GDP,A,2008,3.745362637,NA,FALSE,-3.745362637,2.278172642,2.048913044285714,1.9131050528,-1.66373955,-1.655265587
AUS,GGNLEND,TOT,PC_GDP,A,2009,5.559436556,NA,FALSE,-5.559436556,3.5322792894,2.698924004428571,2.2390588869,-1.66373955,-0.720199301
AUS,GGNLEND,TOT,PC_GDP,A,2010,4.461528905,NA,FALSE,-4.461528905,4.2535865838,3.341772809142857,2.6374836345,-1.655265587,3.745362637
AUS,GGNLEND,TOT,PC_GDP,A,2011,4.61526765,NA,FALSE,-4.61526765,4.0734492656,3.775684758142857,2.968310235,-0.720199301,4.461528905
AUS,GGNLEND,TOT,PC_GDP,A,2012,2.886337171,NA,FALSE,-2.886337171,3.4249988228,3.572134085142857,3.1641184111,2.886337171,2.886337171
AUS,GGNLEND,TOT,PC_GDP,A,2013,2.844676046,NA,FALSE,-2.844676046,2.996794627,3.0140717797142855,2.8447985679,2.844676046,2.844676046
AUS,GGNLEND,TOT,PC_GDP,A,2014,2.317184342,NA,FALSE,-2.317184342,2.4043411806,2.553550859,2.9470522471,2.317184342,2.317184342
AUS,GGNLEND,TOT,PC_GDP,A,2015,2.320507926,NA,FALSE,-2.320507926,2.0746502384,1.9731075097142856,NA,2.317184342,2.317184342
AUS,GGNLEND,TOT,PC_GDP,A,2016,1.653000418,NA,FALSE,-1.653000418,1.6161478702,2.501055535,NA,1.653000418,1.653000418
AUS,GGNLEND,TOT,PC_GDP,A,2017,1.23788246,NA,FALSE,-1.23788246,2.4691056714,NA,NA,1.23788246,1.23788246
AUS,GGNLEND,TOT,PC_GDP,A,2018,0.552164205,NA,FALSE,-0.552164205,NA,NA,NA,0.552164205,0.552164205
AUS,GGNLEND,TOT,PC_GDP,A,2019,6.581973348,NA,FALSE,-6.581973348,NA,NA,NA,0.552164205,0.552164205
AUT,GGNLEND,TOT,PC_GDP,A,1995,6.133971278,NA,FALSE,-6.133971278,NA,NA,NA,NA,NA
AUT,GGNLEND,TOT,PC_GDP,A,1996,4.503615848,NA,FALSE,-4.503615848,NA,NA,NA,NA,NA
AUT,GGNLEND,TOT,PC_GDP,A,1997,2.575791199,NA,FALSE,-2.575791199,3.701098364,NA,NA,NA,2.575791199
AUT,GGNLEND,TOT,PC_GDP,A,1998,2.696226841,NA,FALSE,-2.696226841,2.9552445742,3.0816813848571427,NA,NA,2.575791199
AUT,GGNLEND,TOT,PC_GDP,A,1999,2.595886654,NA,FALSE,-2.595886654,2.1868365136000003,2.4027104770000003,2.9544356084,2.575791199,2.575791199
AUT,GGNLEND,TOT,PC_GDP,A,2000,2.404702329,NA,FALSE,-2.404702329,1.9479132583999998,2.0145404204285717,2.5918734407,2.404702329,2.404702329
AUT,GGNLEND,TOT,PC_GDP,A,2001,0.661575545,NA,FALSE,-0.661575545,1.7659529805999998,2.3329968227142857,2.3950566686,0.661575545,0.661575545
AUT,GGNLEND,TOT,PC_GDP,A,2002,1.381174923,NA,FALSE,-1.381174923,2.2077728528,2.306157217,2.2729398171,0.661575545,0.661575545
AUT,GGNLEND,TOT,PC_GDP,A,2003,1.786425452,NA,FALSE,-1.786425452,2.2285023072,2.297523141714286,2.1528436662,0.661575545,0.661575545
AUT,GGNLEND,TOT,PC_GDP,A,2004,4.804986015,NA,FALSE,-4.804986015,2.6032768236,2.147511763857143,2.4262256211,0.661575545,1.381174923
AUT,GGNLEND,TOT,PC_GDP,A,2005,2.508349601,NA,FALSE,-2.508349601,2.5979663757999996,2.266610304857143,2.6298820941,0.661575545,1.786425452
AUT,GGNLEND,TOT,PC_GDP,A,2006,2.535448127,NA,FALSE,-2.535448127,2.5397343518,2.830686202,2.819081139,1.381174923,2.508349601
AUT,GGNLEND,TOT,PC_GDP,A,2007,1.354622684,NA,FALSE,-1.354622684,2.6446783894,3.2099492887142858,2.8998707062,1.354622684,1.354622684
AUT,GGNLEND,TOT,PC_GDP,A,2008,1.495265332,NA,FALSE,-1.495265332,3.031261881,2.8883178571428574,2.9162359131,1.354622684,1.354622684
AUT,GGNLEND,TOT,PC_GDP,A,2009,5.329706203,NA,FALSE,-5.329706203,3.0348854544,2.842706570571429,2.7086521324,1.354622684,1.354622684
AUT,GGNLEND,TOT,PC_GDP,A,2010,4.441267059,NA,FALSE,-4.441267059,3.2017750366,2.7590821982857143,2.5588160330000003,1.354622684,1.495265332
AUT,GGNLEND,TOT,PC_GDP,A,2011,2.553565994,NA,FALSE,-2.553565994,3.2927374744,2.9554429874285715,2.4587303366,1.354622684,2.553565994
AUT,GGNLEND,TOT,PC_GDP,A,2012,2.189070595,NA,FALSE,-2.189070595,2.7726258754,2.886117741,2.4048844573,1.495265332,2.189070595
AUT,GGNLEND,TOT,PC_GDP,A,2013,1.950077521,NA,FALSE,-1.950077521,2.086370185,2.3439584495714287,2.2378188260000003,1.950077521,1.950077521
AUT,GGNLEND,TOT,PC_GDP,A,2014,2.729148208,NA,FALSE,-2.729148208,1.8825752188,1.8260865684285714,1.6375671111999999,1.950077521,1.950077521
AUT,GGNLEND,TOT,PC_GDP,A,2015,1.009988607,NA,FALSE,-1.009988607,1.6079938779999998,1.436235572,NA,1.009988607,1.009988607
AUT,GGNLEND,TOT,PC_GDP,A,2016,1.534591163,NA,FALSE,-1.534591163,1.1829001775999999,1.0273953519999999,NA,1.009988607,1.009988607
AUT,GGNLEND,TOT,PC_GDP,A,2017,0.816163891,NA,FALSE,-0.816163891,0.5025083469999998,NA,NA,0.816163891,0.816163891
AUT,GGNLEND,TOT,PC_GDP,A,2018,-0.175390981,NA,FALSE,0.175390981,NA,NA,NA,-0.175390981,-0.175390981
AUT,GGNLEND,TOT,PC_GDP,A,2019,-0.672810945,NA,FALSE,0.672810945,NA,NA,NA,-0.672810945,-0.672810945
BEL,GGNLEND,TOT,PC_GDP,A,1995,4.508356965,NA,FALSE,-4.508356965,NA,NA,NA,NA,NA
BEL,GGNLEND,TOT,PC_GDP,A,1996,4.00252745,NA,FALSE,-4.00252745,NA,NA,NA,NA,NA
BEL,GGNLEND,TOT,PC_GDP,A,1997,2.151257354,NA,FALSE,-2.151257354,2.4670729718,NA,NA,NA,2.151257354
BEL,GGNLEND,TOT,PC_GDP,A,1998,1.024873637,NA,FALSE,-1.024873637,1.5812610728,1.7402591102857143,NA,NA,1.024873637
BEL,GGNLEND,TOT,PC_GDP,A,1999,0.648349453,NA,FALSE,-0.648349453,0.7341858714000002,1.1024503017142857,1.4328358473,0.648349453,0.648349453
BEL,GGNLEND,TOT,PC_GDP,A,2000,0.07929747,NA,FALSE,-0.07929747,0.3126734616000002,0.7969681375714286,1.2534994786,0.07929747,0.07929747
BEL,GGNLEND,TOT,PC_GDP,A,2001,-0.232848557,NA,FALSE,0.232848557,0.4805291944000002,0.5237452434285714,0.8292886709999999,-0.232848557,-0.232848557
BEL,GGNLEND,TOT,PC_GDP,A,2002,0.043695305,NA,FALSE,-0.043695305,0.3985987228000002,0.7651909064285715,0.6075189472,-0.232848557,-0.232848557
BEL,GGNLEND,TOT,PC_GDP,A,2003,1.864152301,NA,FALSE,-1.864152301,0.9257378844000002,0.6383437522857144,0.6145660704999999,-0.232848557,-0.232848557
BEL,GGNLEND,TOT,PC_GDP,A,2004,0.238697095,NA,FALSE,-0.238697095,0.9243914706000002,0.6175241302857143,1.0928300351,-0.232848557,0.043695305
BEL,GGNLEND,TOT,PC_GDP,A,2005,2.714993278,NA,FALSE,-2.714993278,0.9023644328000001,0.8072660484285714,1.4936708976,-0.232848557,0.238697095
BEL,GGNLEND,TOT,PC_GDP,A,2006,-0.239580626,NA,FALSE,0.239580626,0.7486029466000002,1.5768794475714285,1.94996358,-0.239580626,-0.239580626
BEL,GGNLEND,TOT,PC_GDP,A,2007,-0.066439884,NA,FALSE,0.066439884,1.7870613474000003,1.8945299895714285,2.3774322823,-0.239580626,-0.239580626
BEL,GGNLEND,TOT,PC_GDP,A,2008,1.09534487,NA,FALSE,-1.09534487,2.0616039107999997,2.4790130141428572,2.5039548449,-0.239580626,-0.239580626
BEL,GGNLEND,TOT,PC_GDP,A,2009,5.430989099,NA,FALSE,-5.430989099,2.9755356894,2.708068592714286,2.7856533528,-0.239580626,-0.066439884
BEL,GGNLEND,TOT,PC_GDP,A,2010,4.087706095,NA,FALSE,-4.087706095,3.8525001318000003,3.189348386,2.7555211046,-0.239580626,1.09534487
BEL,GGNLEND,TOT,PC_GDP,A,2011,4.330078267,NA,FALSE,-4.330078267,4.259306743200001,3.635365822857143,3.0157904292,-0.066439884,4.087706095
BEL,GGNLEND,TOT,PC_GDP,A,2012,4.318382328,NA,FALSE,-4.318382328,3.7842453582000006,3.8236980980000004,3.0910807342999997,1.09534487,4.087706095
BEL,GGNLEND,TOT,PC_GDP,A,2013,3.129377927,NA,FALSE,-3.129377927,3.4494382984000005,3.3854300295714284,3.0609217037,3.129377927,3.129377927
BEL,GGNLEND,TOT,PC_GDP,A,2014,3.055682174,NA,FALSE,-3.055682174,3.0560451690000003,2.8995381827142857,2.7126807463,3.055682174,3.055682174
BEL,GGNLEND,TOT,PC_GDP,A,2015,2.413670796,NA,FALSE,-2.413670796,2.3296613368,2.3943490822857143,NA,2.413670796,2.413670796
BEL,GGNLEND,TOT,PC_GDP,A,2016,2.36311262,NA,FALSE,-2.36311262,1.8625366642000003,2.055805824714286,NA,2.36311262,2.36311262
BEL,GGNLEND,TOT,PC_GDP,A,2017,0.686463167,NA,FALSE,-0.686463167,1.6411161344000003,NA,NA,0.686463167,0.686463167
BEL,GGNLEND,TOT,PC_GDP,A,2018,0.793754564,NA,FALSE,-0.793754564,NA,NA,NA,0.686463167,0.686463167
BEL,GGNLEND,TOT,PC_GDP,A,2019,1.948579525,NA,FALSE,-1.948579525,NA,NA,NA,0.686463167,0.686463167
CAN,GGNLEND,TOT,PC_GDP,A,1981,2.892294996,NA,FALSE,-2.892294996,NA,NA,NA,NA,NA
CAN,GGNLEND,TOT,PC_GDP,A,1982,6.898328357,NA,FALSE,-6.898328357,NA,NA,NA,NA,NA
CAN,GGNLEND,TOT,PC_GDP,A,1983,7.998034729,NA,FALSE,-7.998034729,6.8972105267999995,NA,NA,NA,2.892294996
CAN,GGNLEND,TOT,PC_GDP,A,1984,7.940067448,NA,FALSE,-7.940067448,7.783081322799999,6.793352450714286,NA,NA,6.898328357
CAN,GGNLEND,TOT,PC_GDP,A,1985,8.757327104,NA,FALSE,-8.757327104,7.5525687604,7.024591730857144,6.2694142567,2.892294996,7.940067448
CAN,GGNLEND,TOT,PC_GDP,A,1986,7.321648976,NA,FALSE,-7.321648976,6.855155805999999,6.713156726857143,6.8161245838,6.898328357,7.321648976
CAN,GGNLEND,TOT,PC_GDP,A,1987,5.745765545,NA,FALSE,-5.745765545,6.210798982199999,6.415069212142858,7.0462066744,5.745765545,5.745765545
CAN,GGNLEND,TOT,PC_GDP,A,1988,4.510969957,NA,FALSE,-4.510969957,5.641617986599999,6.474973614857142,7.1398796959999995,4.510969957,4.510969957
CAN,GGNLEND,TOT,PC_GDP,A,1989,4.718283329,NA,FALSE,-4.718283329,5.849167844799999,6.538091066142857,7.039470704699999,4.510969957,4.510969957
CAN,GGNLEND,TOT,PC_GDP,A,1990,5.911422126,NA,FALSE,-5.911422126,6.539844588399999,6.768536204571428,6.712702005600001,4.510969957,4.510969957
CAN,GGNLEND,TOT,PC_GDP,A,1991,8.359398267,NA,FALSE,-8.359398267,7.424603585999999,6.938566488857143,6.2857937040000005,4.510969957,4.718283329
CAN,GGNLEND,TOT,PC_GDP,A,1992,9.199149263,NA,FALSE,-9.199149263,7.8681424272000005,7.078376511142857,5.707346933,4.510969957,5.911422126
CAN,GGNLEND,TOT,PC_GDP,A,1993,8.934764945,NA,FALSE,-8.934764945,7.7837860245999995,6.840416887000001,5.2419816597,4.718283329,8.359398267
CAN,GGNLEND,TOT,PC_GDP,A,1994,6.935977535,NA,FALSE,-6.935977535,6.722419563200001,5.9903991311428575,4.6045957021,5.911422126,6.935977535
CAN,GGNLEND,TOT,PC_GDP,A,1995,5.489640113,NA,FALSE,-5.489640113,4.874849277599999,4.7758161249999995,3.7494830934,5.489640113,5.489640113
CAN,GGNLEND,TOT,PC_GDP,A,1996,3.05256596,NA,FALSE,-3.05256596,3.0593597334,3.225141052142857,2.86059637,3.05256596,3.05256596
CAN,GGNLEND,TOT,PC_GDP,A,1997,-0.038702165,NA,FALSE,0.038702165,1.3410489769999998,1.571645494142857,1.9640710226,-0.038702165,-0.038702165
CAN,GGNLEND,TOT,PC_GDP,A,1998,-0.142682776,NA,FALSE,0.142682776,-0.2848198378000003,0.5051531367142856,1.0832903146,-0.142682776,-0.142682776
CAN,GGNLEND,TOT,PC_GDP,A,1999,-1.655576247,NA,FALSE,1.655576247,-1.0012268232000003,-0.2456674810000001,0.3129256073000001,-1.655576247,-1.655576247
CAN,GGNLEND,TOT,PC_GDP,A,2000,-2.639703961,NA,FALSE,2.639703961,-0.9467072324000003,-0.6636114945714287,-0.39135041379999996,-2.639703961,-2.639703961
CAN,GGNLEND,TOT,PC_GDP,A,2001,-0.529468967,NA,FALSE,0.529468967,-0.8927791042000003,-0.7677496907142858,-0.8793674460999998,-2.639703961,-2.639703961
CAN,GGNLEND,TOT,PC_GDP,A,2002,0.233895789,NA,FALSE,-0.233895789,-0.7151977624000003,-0.9692407367142858,-1.0574628102999999,-2.639703961,-2.639703961
CAN,GGNLEND,TOT,PC_GDP,A,2003,0.126957865,NA,FALSE,-0.126957865,-0.49788098980000034,-0.993816181857143,-1.0616430804,-2.639703961,-0.529468967
CAN,GGNLEND,TOT,PC_GDP,A,2004,-0.767669538,NA,FALSE,0.767669538,-0.7575080690000003,-0.8766664455714287,-0.5079502787999999,-2.639703961,-0.767669538
CAN,GGNLEND,TOT,PC_GDP,A,2005,-1.553120098,NA,FALSE,1.553120098,-1.1682183882000003,-0.827383089857143,0.22977597550000012,-1.553120098,-1.553120098
CAN,GGNLEND,TOT,PC_GDP,A,2006,-1.827604363,NA,FALSE,1.827604363,-1.2305070566000003,-0.30631794985714295,0.6135961275000001,-1.827604363,-1.827604363
CAN,GGNLEND,TOT,PC_GDP,A,2007,-1.819655807,NA,FALSE,1.819655807,-0.30070279520000043,0.35233929542857145,0.8426582493000001,-1.827604363,-1.827604363
CAN,GGNLEND,TOT,PC_GDP,A,2008,-0.184485477,NA,FALSE,0.184485477,0.9574329407999997,0.9346824512857143,0.9794383195000002,-1.827604363,-1.827604363
CAN,GGNLEND,TOT,PC_GDP,A,2009,3.881351769,NA,FALSE,-3.881351769,1.9847003239999996,1.5172020377142859,1.0387156573000003,-1.827604363,-1.819655807
CAN,GGNLEND,TOT,PC_GDP,A,2010,4.737558582,NA,FALSE,-4.737558582,2.8535348867999994,1.9918253134285713,1.2002122262000001,-1.827604363,-0.184485477
CAN,GGNLEND,TOT,PC_GDP,A,2011,3.308732553,NA,FALSE,-3.308732553,3.1893836955999997,2.2267909772857144,1.428303896,-1.819655807,3.308732553
CAN,GGNLEND,TOT,PC_GDP,A,2012,2.524517007,NA,FALSE,-2.524517007,2.3781341097999995,2.261981129857143,1.6214857432000003,-0.184485477,2.524517007
CAN,GGNLEND,TOT,PC_GDP,A,2013,1.494758567,NA,FALSE,-1.494758567,1.4429915115999996,1.7722612107142857,1.612338879,1.494758567,1.494758567
CAN,GGNLEND,TOT,PC_GDP,A,2014,-0.17489616,NA,FALSE,0.17489616,0.8719074679999996,1.1114903654285715,1.1702982392,-0.17489616,-0.17489616
CAN,GGNLEND,TOT,PC_GDP,A,2015,0.061845591,NA,FALSE,-0.061845591,0.38943659959999966,0.5993922694285715,1.762846807,-0.17489616,-0.17489616
CAN,GGNLEND,TOT,PC_GDP,A,2016,0.453312335,NA,FALSE,-0.453312335,0.035294062399999646,0.16173917857142855,NA,-0.17489616,-0.17489616
CAN,GGNLEND,TOT,PC_GDP,A,2017,0.112162665,NA,FALSE,-0.112162665,-0.03753763140000036,1.4714942775714286,NA,-0.17489616,0.061845591
CAN,GGNLEND,TOT,PC_GDP,A,2018,-0.275954119,NA,FALSE,0.275954119,2.0827021023999994,NA,NA,-0.275954119,-0.275954119
CAN,GGNLEND,TOT,PC_GDP,A,2019,-0.539054629,NA,FALSE,0.539054629,NA,NA,NA,-0.539054629,-0.539054629
CAN,GGNLEND,TOT,PC_GDP,A,2020,10.66304426,NA,FALSE,-10.66304426,NA,NA,NA,-0.539054629,-0.539054629
CZE,GGNLEND,TOT,PC_GDP,A,1995,12.37124962,NA,FALSE,-12.37124962,NA,NA,NA,NA,NA
CZE,GGNLEND,TOT,PC_GDP,A,1996,3.004884502,NA,FALSE,-3.004884502,NA,NA,NA,NA,NA
CZE,GGNLEND,TOT,PC_GDP,A,1997,3.174897921,NA,FALSE,-3.174897921,5.170449201,NA,NA,NA,3.004884502
CZE,GGNLEND,TOT,PC_GDP,A,1998,4.173050101,NA,FALSE,-4.173050101,3.4113264053999997,5.026775664142858,NA,NA,3.004884502
CZE,GGNLEND,TOT,PC_GDP,A,1999,3.128163861,NA,FALSE,-3.128163861,3.9622591054000003,4.166791675,5.0766353437,3.004884502,3.128163861
CZE,GGNLEND,TOT,PC_GDP,A,2000,3.575635642,NA,FALSE,-3.575635642,4.5975518604,4.717240094857144,4.1421673385,3.004884502,3.128163861
CZE,GGNLEND,TOT,PC_GDP,A,2001,5.759548002,NA,FALSE,-5.759548002,5.1345465284,4.602188770571429,4.0566932148,3.128163861,3.128163861
CZE,GGNLEND,TOT,PC_GDP,A,2002,6.351361696,NA,FALSE,-6.351361696,4.982821486400001,4.438405837285715,3.8036879083,3.128163861,3.575635642
CZE,GGNLEND,TOT,PC_GDP,A,2003,6.858023441,NA,FALSE,-6.858023441,4.8730082716,4.298688609285715,3.5828032541,3.128163861,5.759548002
CZE,GGNLEND,TOT,PC_GDP,A,2004,2.369538651,NA,FALSE,-2.369538651,4.1511273242,3.8800042112857147,3.8111216268999994,2.369538651,2.369538651
CZE,GGNLEND,TOT,PC_GDP,A,2005,3.026569568,NA,FALSE,-3.026569568,3.0098239562000004,3.3378121480000003,3.8687581568999994,2.369538651,2.369538651
CZE,GGNLEND,TOT,PC_GDP,A,2006,2.150143265,NA,FALSE,-2.150143265,2.0310599798,3.2035244184285716,3.5628385064999994,2.150143265,2.150143265
CZE,GGNLEND,TOT,PC_GDP,A,2007,0.644844856,NA,FALSE,-0.644844856,2.6394217674,2.816949775714286,3.3174123625,0.644844856,0.644844856
CZE,GGNLEND,TOT,PC_GDP,A,2008,1.964203559,NA,FALSE,-1.964203559,2.8645080421999998,2.864208753857143,2.7599986897999997,0.644844856,0.644844856
CZE,GGNLEND,TOT,PC_GDP,A,2009,5.411347589,NA,FALSE,-5.411347589,2.9745496888,2.9885702807142858,2.7305939656,0.644844856,0.644844856
CZE,GGNLEND,TOT,PC_GDP,A,2010,4.152000942,NA,FALSE,-4.152000942,3.6250007687999997,2.864819344857143,2.4923187739,0.644844856,1.964203559
CZE,GGNLEND,TOT,PC_GDP,A,2011,2.700351498,NA,FALSE,-2.700351498,3.4889373998,3.069197423857143,2.2061268280999995,0.644844856,2.700351498
CZE,GGNLEND,TOT,PC_GDP,A,2012,3.897100256,NA,FALSE,-3.897100256,2.8217661638,2.880570865571429,1.9915017464999998,1.964203559,2.700351498
CZE,GGNLEND,TOT,PC_GDP,A,2013,1.283886714,NA,FALSE,-1.283886714,2.1201295056,2.005838896714286,1.7037966252999996,1.283886714,1.283886714
CZE,GGNLEND,TOT,PC_GDP,A,2014,2.075491409,NA,FALSE,-2.075491409,1.4377039674,1.1982093392857145,1.1361050429,1.283886714,1.283886714
CZE,GGNLEND,TOT,PC_GDP,A,2015,0.643817651,NA,FALSE,-0.643817651,0.35800272420000023,0.6820380320000001,NA,0.643817651,0.643817651
CZE,GGNLEND,TOT,PC_GDP,A,2016,-0.711776193,NA,FALSE,0.711776193,-0.08134414919999985,0.08737110471428584,NA,-0.711776193,-0.711776193
CZE,GGNLEND,TOT,PC_GDP,A,2017,-1.50140596,NA,FALSE,1.50140596,-0.5495560779999998,NA,NA,-1.50140596,-1.50140596
CZE,GGNLEND,TOT,PC_GDP,A,2018,-0.912847653,NA,FALSE,0.912847653,NA,NA,NA,-1.50140596,-1.50140596
CZE,GGNLEND,TOT,PC_GDP,A,2019,-0.265568235,NA,FALSE,0.265568235,NA,NA,NA,-1.50140596,-1.50140596
DNK,GGNLEND,TOT,PC_GDP,A,1995,3.620031991,NA,TRUE,-3.620031991,NA,NA,NA,NA,NA
DNK,GGNLEND,TOT,PC_GDP,A,1996,2.482574628,NA,TRUE,-2.482574628,NA,NA,NA,NA,NA
DNK,GGNLEND,TOT,PC_GDP,A,1997,1.200213529,NA,TRUE,-1.200213529,1.3645006646,NA,NA,NA,1.200213529
DNK,GGNLEND,TOT,PC_GDP,A,1998,0.38853696,NA,TRUE,-0.38853696,0.26303126420000017,0.5420905862857143,NA,NA,0.38853696
DNK,GGNLEND,TOT,PC_GDP,A,1999,-0.868853785,NA,TRUE,0.868853785,-0.4615945029999999,0.027141318000000032,0.1869995959,-0.868853785,-0.868853785
DNK,GGNLEND,TOT,PC_GDP,A,2000,-1.887315011,NA,TRUE,1.887315011,-0.6985597861999999,-0.3084911125714286,-0.6705066573,-1.887315011,-1.887315011
