"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","LTINT","TOT","PC_PA","A","2009",3.974298,
"ESP","LTINT","TOT","PC_PA","A","2010",4.250001,
"ESP","LTINT","TOT","PC_PA","A","2011",5.436894,
"ESP","LTINT","TOT","PC_PA","A","2012",5.846537,
"ESP","LTINT","TOT","PC_PA","A","2013",4.561962,
"ESP","LTINT","TOT","PC_PA","A","2014",2.721831,
"ESP","LTINT","TOT","PC_PA","A","2015",1.735087,
"ESP","LTINT","TOT","PC_PA","A","2016",1.393302,
"ESP","LTINT","TOT","PC_PA","A","2017",1.557866,
"ESP","LTINT","TOT","PC_PA","A","2018",1.419352,
"ESP","LTINT","TOT","PC_PA","A","2019",0.6610183,
"ESP","LTINT","TOT","PC_PA","A","2020",0.3794776,
"HUN","LTINT","TOT","PC_PA","A","2006",7.115833,
"HUN","LTINT","TOT","PC_PA","A","2007",6.744167,
"HUN","LTINT","TOT","PC_PA","A","2008",8.238334,
"HUN","LTINT","TOT","PC_PA","A","2009",9.123333,
"HUN","LTINT","TOT","PC_PA","A","2010",7.281667,
"HUN","LTINT","TOT","PC_PA","A","2011",7.635409,
"HUN","LTINT","TOT","PC_PA","A","2012",7.890833,
"HUN","LTINT","TOT","PC_PA","A","2013",5.923333,
"HUN","LTINT","TOT","PC_PA","A","2014",4.809166,
"HUN","LTINT","TOT","PC_PA","A","2015",3.4325,
"HUN","LTINT","TOT","PC_PA","A","2016",3.143333,
"HUN","LTINT","TOT","PC_PA","A","2017",2.9625,
"HUN","LTINT","TOT","PC_PA","A","2018",3.058333,
"HUN","LTINT","TOT","PC_PA","A","2019",2.465,
"HUN","LTINT","TOT","PC_PA","A","2020",2.225,
"BEL","LTINT","TOT","PC_PA","A","2006",3.815,
"BEL","LTINT","TOT","PC_PA","A","2007",4.328333,
"BEL","LTINT","TOT","PC_PA","A","2008",4.4175,
"BEL","LTINT","TOT","PC_PA","A","2009",3.901667,
"BEL","LTINT","TOT","PC_PA","A","2010",3.4625,
"BEL","LTINT","TOT","PC_PA","A","2011",4.233333,
"BEL","LTINT","TOT","PC_PA","A","2012",3,
"BEL","LTINT","TOT","PC_PA","A","2013",2.41,
"BEL","LTINT","TOT","PC_PA","A","2014",1.713333,
"BEL","LTINT","TOT","PC_PA","A","2015",0.84,
"BEL","LTINT","TOT","PC_PA","A","2016",0.4758333,
"BEL","LTINT","TOT","PC_PA","A","2017",0.7225,
"BEL","LTINT","TOT","PC_PA","A","2018",0.795,
"BEL","LTINT","TOT","PC_PA","A","2019",0.1933333,
"BEL","LTINT","TOT","PC_PA","A","2020",-0.1483333,
"KOR","LTINT","TOT","PC_PA","A","2006",5.151667,
"KOR","LTINT","TOT","PC_PA","A","2007",5.350833,
"KOR","LTINT","TOT","PC_PA","A","2008",5.568333,
"KOR","LTINT","TOT","PC_PA","A","2009",5.165833,
"KOR","LTINT","TOT","PC_PA","A","2010",4.773334,
"KOR","LTINT","TOT","PC_PA","A","2011",4.2025,
"KOR","LTINT","TOT","PC_PA","A","2012",3.4475,
"KOR","LTINT","TOT","PC_PA","A","2013",3.278083,
"KOR","LTINT","TOT","PC_PA","A","2014",3.186333,
"KOR","LTINT","TOT","PC_PA","A","2015",2.30575,
"KOR","LTINT","TOT","PC_PA","A","2016",1.747417,
"KOR","LTINT","TOT","PC_PA","A","2017",2.282583,
"KOR","LTINT","TOT","PC_PA","A","2018",2.50275,
"KOR","LTINT","TOT","PC_PA","A","2019",1.70225,
"KOR","LTINT","TOT","PC_PA","A","2020",1.499667,
"EA19","LTINT","TOT","PC_PA","A","2006",3.859517,
"EA19","LTINT","TOT","PC_PA","A","2007",4.3317,
"EA19","LTINT","TOT","PC_PA","A","2008",4.356,
"EA19","LTINT","TOT","PC_PA","A","2009",4.028792,
"EA19","LTINT","TOT","PC_PA","A","2010",3.781917,
"EA19","LTINT","TOT","PC_PA","A","2011",4.311008,
"EA19","LTINT","TOT","PC_PA","A","2012",3.04785,
"EA19","LTINT","TOT","PC_PA","A","2013",3.011842,
"EA19","LTINT","TOT","PC_PA","A","2014",2.281667,
"EA19","LTINT","TOT","PC_PA","A","2015",1.269233,
"EA19","LTINT","TOT","PC_PA","A","2016",0.9294167,
"EA19","LTINT","TOT","PC_PA","A","2017",1.170442,
"EA19","LTINT","TOT","PC_PA","A","2018",1.264733,
"EA19","LTINT","TOT","PC_PA","A","2019",0.58445,
"EA19","LTINT","TOT","PC_PA","A","2020",0.2132417,
"COL","LTINT","TOT","PC_PA","A","2006",9.176215,
"COL","LTINT","TOT","PC_PA","A","2007",10.0247,
"COL","LTINT","TOT","PC_PA","A","2008",11.90042,
"COL","LTINT","TOT","PC_PA","A","2009",9.560506,
"COL","LTINT","TOT","PC_PA","A","2010",8.476134,
"COL","LTINT","TOT","PC_PA","A","2011",8.103227,
"COL","LTINT","TOT","PC_PA","A","2012",6.820576,
"COL","LTINT","TOT","PC_PA","A","2013",6.497984,
"COL","LTINT","TOT","PC_PA","A","2014",7.056633,
"COL","LTINT","TOT","PC_PA","A","2015",7.871916,
"COL","LTINT","TOT","PC_PA","A","2016",7.9225,
"COL","LTINT","TOT","PC_PA","A","2017",6.816667,
"COL","LTINT","TOT","PC_PA","A","2018",7.009167,
"COL","LTINT","TOT","PC_PA","A","2019",6.4975,
"COL","LTINT","TOT","PC_PA","A","2020",6.334167,
"LVA","LTINT","TOT","PC_PA","A","2006",4.133333,
"LVA","LTINT","TOT","PC_PA","A","2007",5.2825,
"LVA","LTINT","TOT","PC_PA","A","2008",6.431667,
"LVA","LTINT","TOT","PC_PA","A","2009",12.3575,
"LVA","LTINT","TOT","PC_PA","A","2010",10.3375,
"LVA","LTINT","TOT","PC_PA","A","2011",5.9075,
"LVA","LTINT","TOT","PC_PA","A","2012",4.565,
"LVA","LTINT","TOT","PC_PA","A","2013",3.34,
"LVA","LTINT","TOT","PC_PA","A","2014",2.508333,
"LVA","LTINT","TOT","PC_PA","A","2015",0.9633333,
"LVA","LTINT","TOT","PC_PA","A","2016",0.5341667,
"LVA","LTINT","TOT","PC_PA","A","2017",0.8341666,
"LVA","LTINT","TOT","PC_PA","A","2018",0.9025,
"LVA","LTINT","TOT","PC_PA","A","2019",0.3425,
"LVA","LTINT","TOT","PC_PA","A","2020",-0.0625,
"LTU","LTINT","TOT","PC_PA","A","2006",4.080833,
"LTU","LTINT","TOT","PC_PA","A","2007",4.545833,
"LTU","LTINT","TOT","PC_PA","A","2008",5.6075,
"LTU","LTINT","TOT","PC_PA","A","2009",14.00417,
"LTU","LTINT","TOT","PC_PA","A","2010",5.566667,
"LTU","LTINT","TOT","PC_PA","A","2011",5.16,
"LTU","LTINT","TOT","PC_PA","A","2012",4.830833,
"LTU","LTINT","TOT","PC_PA","A","2013",3.831667,
"LTU","LTINT","TOT","PC_PA","A","2014",2.7925,
"LTU","LTINT","TOT","PC_PA","A","2015",1.380833,
"LTU","LTINT","TOT","PC_PA","A","2016",0.8983333,
"LTU","LTINT","TOT","PC_PA","A","2017",0.31,
"LTU","LTINT","TOT","PC_PA","A","2018",0.31,
"LTU","LTINT","TOT","PC_PA","A","2019",0.31,
"LTU","LTINT","TOT","PC_PA","A","2020",0.2233333,
"CRI","LTINT","TOT","PC_PA","A","2014",9.823334,
"CRI","LTINT","TOT","PC_PA","A","2015",10.0575,
"CRI","LTINT","TOT","PC_PA","A","2016",8.905,
"CRI","LTINT","TOT","PC_PA","A","2018",10.34273,
"CRI","LTINT","TOT","PC_PA","A","2019",10.34818,
"IND","LTINT","TOT","PC_PA","A","2012",8.259556,
"IND","LTINT","TOT","PC_PA","A","2013",8.109959,
"IND","LTINT","TOT","PC_PA","A","2014",8.586291,
"IND","LTINT","TOT","PC_PA","A","2015",7.776181,
"IND","LTINT","TOT","PC_PA","A","2016",7.205917,
"IND","LTINT","TOT","PC_PA","A","2017",6.92425,
"IND","LTINT","TOT","PC_PA","A","2018",7.704333,
"IND","LTINT","TOT","PC_PA","A","2019",6.993,
"IND","LTINT","TOT","PC_PA","A","2020",6.1575,
