LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,deficit_pc,Flag Codes,in_comparators,balance_pc,def_03ya,def_05ya,min_05y_all,min_03y_all
AUT,GGNLEND,TOT,PC_GDP,A,2002,1.381174923,NA,FALSE,-1.381174923,1.2763919733333333,2.2077728528,0.661575545,0.661575545
AUT,GGNLEND,TOT,PC_GDP,A,2003,1.786425452,NA,FALSE,-1.786425452,2.6575287966666665,2.2285023072,0.661575545,0.661575545
AUT,GGNLEND,TOT,PC_GDP,A,2004,4.804986015,NA,FALSE,-4.804986015,3.0332536893333333,2.6032768236,0.661575545,1.381174923
AUT,GGNLEND,TOT,PC_GDP,A,2005,2.508349601,NA,FALSE,-2.508349601,3.2829279143333334,2.5979663757999996,0.661575545,1.786425452
AUT,GGNLEND,TOT,PC_GDP,A,2006,2.535448127,NA,FALSE,-2.535448127,2.132806804,2.5397343518,1.381174923,2.508349601
AUT,GGNLEND,TOT,PC_GDP,A,2007,1.354622684,NA,FALSE,-1.354622684,1.7951120476666667,2.6446783894,1.354622684,1.354622684
AUT,GGNLEND,TOT,PC_GDP,A,2008,1.495265332,NA,FALSE,-1.495265332,2.7265314063333332,3.031261881,1.354622684,1.354622684
AUT,GGNLEND,TOT,PC_GDP,A,2009,5.329706203,NA,FALSE,-5.329706203,3.755412864666667,3.0348854544,1.354622684,1.354622684
AUT,GGNLEND,TOT,PC_GDP,A,2010,4.441267059,NA,FALSE,-4.441267059,4.108179752,3.2017750366,1.354622684,1.495265332
AUT,GGNLEND,TOT,PC_GDP,A,2011,2.553565994,NA,FALSE,-2.553565994,3.0613012160000004,3.2927374744,1.354622684,2.553565994
AUT,GGNLEND,TOT,PC_GDP,A,2012,2.189070595,NA,FALSE,-2.189070595,2.230904703333333,2.7726258754,1.495265332,2.189070595
AUT,GGNLEND,TOT,PC_GDP,A,2013,1.950077521,NA,FALSE,-1.950077521,2.2894321079999997,2.086370185,1.950077521,1.950077521
AUT,GGNLEND,TOT,PC_GDP,A,2014,2.729148208,NA,FALSE,-2.729148208,1.8964047786666665,1.8825752188,1.950077521,1.950077521
AUT,GGNLEND,TOT,PC_GDP,A,2015,1.009988607,NA,FALSE,-1.009988607,1.7579093259999998,1.6079938779999998,1.009988607,1.009988607
AUT,GGNLEND,TOT,PC_GDP,A,2016,1.534591163,NA,FALSE,-1.534591163,1.1202478869999999,1.1829001775999999,1.009988607,1.009988607
AUT,GGNLEND,TOT,PC_GDP,A,2017,0.816163891,NA,FALSE,-0.816163891,0.7251213576666666,0.5025083469999998,0.816163891,0.816163891
AUT,GGNLEND,TOT,PC_GDP,A,2018,-0.175390981,NA,FALSE,0.175390981,-0.010679345000000154,NA,-0.175390981,-0.175390981
AUT,GGNLEND,TOT,PC_GDP,A,2019,-0.672810945,NA,FALSE,0.672810945,NA,NA,-0.672810945,-0.672810945
BEL,GGNLEND,TOT,PC_GDP,A,1996,4.00252745,NA,FALSE,-4.00252745,NA,NA,NA,NA
BEL,GGNLEND,TOT,PC_GDP,A,1997,2.151257354,NA,FALSE,-2.151257354,2.392886147,NA,NA,NA
BEL,GGNLEND,TOT,PC_GDP,A,1998,1.024873637,NA,FALSE,-1.024873637,1.2748268146666666,1.5812610727999998,NA,1.024873637
BEL,GGNLEND,TOT,PC_GDP,A,1999,0.648349453,NA,FALSE,-0.648349453,0.5841735199999999,0.7341858714,NA,0.648349453
BEL,GGNLEND,TOT,PC_GDP,A,2000,0.07929747,NA,FALSE,-0.07929747,0.16493278866666658,0.31267346160000004,0.07929747,0.07929747
BEL,GGNLEND,TOT,PC_GDP,A,2001,-0.232848557,NA,FALSE,0.232848557,-0.036618594000000115,0.4805291944,-0.232848557,-0.232848557
BEL,GGNLEND,TOT,PC_GDP,A,2002,0.043695305,NA,FALSE,-0.043695305,0.5583330163333332,0.3985987228,-0.232848557,-0.232848557
BEL,GGNLEND,TOT,PC_GDP,A,2003,1.864152301,NA,FALSE,-1.864152301,0.7155149003333333,0.9257378843999999,-0.232848557,-0.232848557
BEL,GGNLEND,TOT,PC_GDP,A,2004,0.238697095,NA,FALSE,-0.238697095,1.6059475579999998,0.9243914706,-0.232848557,0.043695305
BEL,GGNLEND,TOT,PC_GDP,A,2005,2.714993278,NA,FALSE,-2.714993278,0.9047032489999999,0.9023644328,-0.232848557,0.238697095
BEL,GGNLEND,TOT,PC_GDP,A,2006,-0.239580626,NA,FALSE,0.239580626,0.8029909226666665,0.7486029465999999,-0.239580626,-0.239580626
BEL,GGNLEND,TOT,PC_GDP,A,2007,-0.066439884,NA,FALSE,0.066439884,0.2631081199999998,1.7870613473999999,-0.239580626,-0.239580626
BEL,GGNLEND,TOT,PC_GDP,A,2008,1.09534487,NA,FALSE,-1.09534487,2.153298028333333,2.0616039107999997,-0.239580626,-0.239580626
BEL,GGNLEND,TOT,PC_GDP,A,2009,5.430989099,NA,FALSE,-5.430989099,3.5380133546666666,2.9755356894,-0.239580626,-0.066439884
BEL,GGNLEND,TOT,PC_GDP,A,2010,4.087706095,NA,FALSE,-4.087706095,4.616257820333334,3.8525001318000003,-0.239580626,1.09534487
BEL,GGNLEND,TOT,PC_GDP,A,2011,4.330078267,NA,FALSE,-4.330078267,4.245388896666667,4.2593067432,-0.066439884,4.087706095
BEL,GGNLEND,TOT,PC_GDP,A,2012,4.318382328,NA,FALSE,-4.318382328,3.9259461740000003,3.7842453582000006,1.09534487,4.087706095
BEL,GGNLEND,TOT,PC_GDP,A,2013,3.129377927,NA,FALSE,-3.129377927,3.5011474763333337,3.4494382984000005,3.129377927,3.129377927
BEL,GGNLEND,TOT,PC_GDP,A,2014,3.055682174,NA,FALSE,-3.055682174,2.8662436323333336,3.056045169,3.055682174,3.055682174
BEL,GGNLEND,TOT,PC_GDP,A,2015,2.413670796,NA,FALSE,-2.413670796,2.6108218633333333,2.3296613368,2.413670796,2.413670796
BEL,GGNLEND,TOT,PC_GDP,A,2016,2.36311262,NA,FALSE,-2.36311262,1.8210821943333333,1.8625366641999999,2.36311262,2.36311262
BEL,GGNLEND,TOT,PC_GDP,A,2017,0.686463167,NA,FALSE,-0.686463167,1.2811101169999999,1.6411161344,0.686463167,0.686463167
BEL,GGNLEND,TOT,PC_GDP,A,2018,0.793754564,NA,FALSE,-0.793754564,1.1429324186666665,NA,0.686463167,0.686463167
BEL,GGNLEND,TOT,PC_GDP,A,2019,1.948579525,NA,FALSE,-1.948579525,NA,NA,0.686463167,0.686463167
CAN,GGNLEND,TOT,PC_GDP,A,1996,3.05256596,NA,FALSE,-3.05256596,NA,NA,NA,NA
CAN,GGNLEND,TOT,PC_GDP,A,1997,-0.038702165,NA,FALSE,0.038702165,0.9570603396666666,NA,NA,NA
CAN,GGNLEND,TOT,PC_GDP,A,1998,-0.142682776,NA,FALSE,0.142682776,-0.612320396,-0.2848198378,NA,-0.142682776
CAN,GGNLEND,TOT,PC_GDP,A,1999,-1.655576247,NA,FALSE,1.655576247,-1.4793209946666668,-1.0012268232000001,NA,-1.655576247
CAN,GGNLEND,TOT,PC_GDP,A,2000,-2.639703961,NA,FALSE,2.639703961,-1.608249725,-0.9467072324,-2.639703961,-2.639703961
CAN,GGNLEND,TOT,PC_GDP,A,2001,-0.529468967,NA,FALSE,0.529468967,-0.978425713,-0.8927791042,-2.639703961,-2.639703961
CAN,GGNLEND,TOT,PC_GDP,A,2002,0.233895789,NA,FALSE,-0.233895789,-0.05620510433333333,-0.7151977624,-2.639703961,-2.639703961
CAN,GGNLEND,TOT,PC_GDP,A,2003,0.126957865,NA,FALSE,-0.126957865,-0.13560529466666668,-0.49788098979999995,-2.639703961,-0.529468967
CAN,GGNLEND,TOT,PC_GDP,A,2004,-0.767669538,NA,FALSE,0.767669538,-0.731277257,-0.757508069,-2.639703961,-0.767669538
CAN,GGNLEND,TOT,PC_GDP,A,2005,-1.553120098,NA,FALSE,1.553120098,-1.3827979996666666,-1.1682183882000001,-1.553120098,-1.553120098
CAN,GGNLEND,TOT,PC_GDP,A,2006,-1.827604363,NA,FALSE,1.827604363,-1.7334600893333334,-1.2305070566,-1.827604363,-1.827604363
CAN,GGNLEND,TOT,PC_GDP,A,2007,-1.819655807,NA,FALSE,1.819655807,-1.277248549,-0.3007027952000001,-1.827604363,-1.827604363
CAN,GGNLEND,TOT,PC_GDP,A,2008,-0.184485477,NA,FALSE,0.184485477,0.6257368283333333,0.9574329407999999,-1.827604363,-1.827604363
CAN,GGNLEND,TOT,PC_GDP,A,2009,3.881351769,NA,FALSE,-3.881351769,2.8114749580000002,1.9847003239999998,-1.827604363,-1.819655807
CAN,GGNLEND,TOT,PC_GDP,A,2010,4.737558582,NA,FALSE,-4.737558582,3.9758809680000002,2.8535348868,-1.827604363,-0.184485477
CAN,GGNLEND,TOT,PC_GDP,A,2011,3.308732553,NA,FALSE,-3.308732553,3.5236027140000004,3.1893836956,-1.819655807,3.308732553
CAN,GGNLEND,TOT,PC_GDP,A,2012,2.524517007,NA,FALSE,-2.524517007,2.4426693756666666,2.3781341098,-0.184485477,2.524517007
CAN,GGNLEND,TOT,PC_GDP,A,2013,1.494758567,NA,FALSE,-1.494758567,1.2814598046666668,1.4429915116,1.494758567,1.494758567
CAN,GGNLEND,TOT,PC_GDP,A,2014,-0.17489616,NA,FALSE,0.17489616,0.46056933266666666,0.8719074680000001,-0.17489616,-0.17489616
CAN,GGNLEND,TOT,PC_GDP,A,2015,0.061845591,NA,FALSE,-0.061845591,0.1134205886666666,0.38943659959999993,-0.17489616,-0.17489616
CAN,GGNLEND,TOT,PC_GDP,A,2016,0.453312335,NA,FALSE,-0.453312335,0.20910686366666661,0.03529406239999996,-0.17489616,-0.17489616
CAN,GGNLEND,TOT,PC_GDP,A,2017,0.112162665,NA,FALSE,-0.112162665,0.09650696033333328,-0.03753763140000005,-0.17489616,0.061845591
CAN,GGNLEND,TOT,PC_GDP,A,2018,-0.275954119,NA,FALSE,0.275954119,-0.23428202766666673,2.0827021024,-0.275954119,-0.275954119
CAN,GGNLEND,TOT,PC_GDP,A,2019,-0.539054629,NA,FALSE,0.539054629,3.2826785039999997,NA,-0.539054629,-0.539054629
CAN,GGNLEND,TOT,PC_GDP,A,2020,10.66304426,NA,FALSE,-10.66304426,NA,NA,-0.539054629,-0.539054629
CZE,GGNLEND,TOT,PC_GDP,A,1996,3.004884502,NA,FALSE,-3.004884502,NA,NA,NA,NA
CZE,GGNLEND,TOT,PC_GDP,A,1997,3.174897921,NA,FALSE,-3.174897921,3.4509441746666667,NA,NA,NA
CZE,GGNLEND,TOT,PC_GDP,A,1998,4.173050101,NA,FALSE,-4.173050101,3.492037294333333,3.4113264053999997,NA,3.004884502
CZE,GGNLEND,TOT,PC_GDP,A,1999,3.128163861,NA,FALSE,-3.128163861,3.625616534666667,3.9622591054,NA,3.128163861
CZE,GGNLEND,TOT,PC_GDP,A,2000,3.575635642,NA,FALSE,-3.575635642,4.1544491683333336,4.5975518604,3.004884502,3.128163861
CZE,GGNLEND,TOT,PC_GDP,A,2001,5.759548002,NA,FALSE,-5.759548002,5.2288484466666665,5.1345465284,3.128163861,3.128163861
CZE,GGNLEND,TOT,PC_GDP,A,2002,6.351361696,NA,FALSE,-6.351361696,6.322977713,4.9828214864,3.128163861,3.575635642
CZE,GGNLEND,TOT,PC_GDP,A,2003,6.858023441,NA,FALSE,-6.858023441,5.192974596,4.8730082716,3.128163861,5.759548002
CZE,GGNLEND,TOT,PC_GDP,A,2004,2.369538651,NA,FALSE,-2.369538651,4.084710553333333,4.1511273242,2.369538651,2.369538651
CZE,GGNLEND,TOT,PC_GDP,A,2005,3.026569568,NA,FALSE,-3.026569568,2.5154171613333336,3.0098239562,2.369538651,2.369538651
CZE,GGNLEND,TOT,PC_GDP,A,2006,2.150143265,NA,FALSE,-2.150143265,1.940519229666667,2.0310599797999997,2.150143265,2.150143265
CZE,GGNLEND,TOT,PC_GDP,A,2007,0.644844856,NA,FALSE,-0.644844856,1.5863972266666668,2.6394217673999996,0.644844856,0.644844856
CZE,GGNLEND,TOT,PC_GDP,A,2008,1.964203559,NA,FALSE,-1.964203559,2.6734653346666666,2.8645080421999998,0.644844856,0.644844856
CZE,GGNLEND,TOT,PC_GDP,A,2009,5.411347589,NA,FALSE,-5.411347589,3.8425173633333336,2.9745496888,0.644844856,0.644844856
CZE,GGNLEND,TOT,PC_GDP,A,2010,4.152000942,NA,FALSE,-4.152000942,4.087900009666667,3.6250007687999997,0.644844856,1.964203559
CZE,GGNLEND,TOT,PC_GDP,A,2011,2.700351498,NA,FALSE,-2.700351498,3.5831508986666667,3.4889373997999997,0.644844856,2.700351498
CZE,GGNLEND,TOT,PC_GDP,A,2012,3.897100256,NA,FALSE,-3.897100256,2.627112822666667,2.8217661637999996,1.964203559,2.700351498
CZE,GGNLEND,TOT,PC_GDP,A,2013,1.283886714,NA,FALSE,-1.283886714,2.4188261263333337,2.1201295055999996,1.283886714,1.283886714
CZE,GGNLEND,TOT,PC_GDP,A,2014,2.075491409,NA,FALSE,-2.075491409,1.3343985913333336,1.4377039673999996,1.283886714,1.283886714
CZE,GGNLEND,TOT,PC_GDP,A,2015,0.643817651,NA,FALSE,-0.643817651,0.6691776223333337,0.35800272419999984,0.643817651,0.643817651
CZE,GGNLEND,TOT,PC_GDP,A,2016,-0.711776193,NA,FALSE,0.711776193,-0.5231215006666664,-0.08134414920000022,-0.711776193,-0.711776193
CZE,GGNLEND,TOT,PC_GDP,A,2017,-1.50140596,NA,FALSE,1.50140596,-1.042009935333333,-0.5495560780000002,-1.50140596,-1.50140596
CZE,GGNLEND,TOT,PC_GDP,A,2018,-0.912847653,NA,FALSE,0.912847653,-0.893273949333333,NA,-1.50140596,-1.50140596
CZE,GGNLEND,TOT,PC_GDP,A,2019,-0.265568235,NA,FALSE,0.265568235,NA,NA,-1.50140596,-1.50140596
DNK,GGNLEND,TOT,PC_GDP,A,1996,2.482574628,NA,TRUE,-2.482574628,NA,NA,NA,NA
DNK,GGNLEND,TOT,PC_GDP,A,1997,1.200213529,NA,TRUE,-1.200213529,1.3571083723333333,NA,NA,NA
DNK,GGNLEND,TOT,PC_GDP,A,1998,0.38853696,NA,TRUE,-0.38853696,0.239965568,0.2630312642,NA,0.38853696
DNK,GGNLEND,TOT,PC_GDP,A,1999,-0.868853785,NA,TRUE,0.868853785,-0.7892106120000001,-0.46159450300000004,NA,-0.868853785
DNK,GGNLEND,TOT,PC_GDP,A,2000,-1.887315011,NA,TRUE,1.887315011,-1.298907668,-0.6985597862,-1.887315011,-1.887315011
DNK,GGNLEND,TOT,PC_GDP,A,2001,-1.140554208,NA,TRUE,1.140554208,-1.004160702,-0.7496376554,-1.887315011,-1.887315011
DNK,GGNLEND,TOT,PC_GDP,A,2002,0.015387113,NA,TRUE,-0.015387113,-0.3306731603333334,-0.9905014727999999,-1.887315011,-1.887315011
DNK,GGNLEND,TOT,PC_GDP,A,2003,0.133147614,NA,TRUE,-0.133147614,-0.6415460483333333,-1.6040445788,-1.887315011,-1.140554208
DNK,GGNLEND,TOT,PC_GDP,A,2004,-2.0731728719999998,NA,TRUE,2.0731728719999998,-2.298351933,-2.3733537516,-2.0731728719999998,-2.0731728719999998
DNK,GGNLEND,TOT,PC_GDP,A,2005,-4.955030541,NA,TRUE,4.955030541,-4.0051011616666665,-3.3805227998,-4.955030541,-4.955030541
DNK,GGNLEND,TOT,PC_GDP,A,2006,-4.987100072,NA,TRUE,4.987100072,-4.987529580333333,-4.0419339486,-4.987100072,-4.987100072
DNK,GGNLEND,TOT,PC_GDP,A,2007,-5.020458128,NA,TRUE,5.020458128,-4.3938221099999994,-3.0676708897999996,-5.020458128,-5.020458128
DNK,GGNLEND,TOT,PC_GDP,A,2008,-3.17390813,NA,TRUE,3.17390813,-1.7987412786666666,-1.5346104865999997,-5.020458128,-5.020458128
DNK,GGNLEND,TOT,PC_GDP,A,2009,2.798142422,NA,TRUE,-2.798142422,0.778168589,-0.1260371491999997,-5.020458128,-5.020458128
DNK,GGNLEND,TOT,PC_GDP,A,2010,2.710271475,NA,TRUE,-2.710271475,2.521393504,1.5761433558,-5.020458128,-3.17390813
DNK,GGNLEND,TOT,PC_GDP,A,2011,2.055766615,NA,TRUE,-2.055766615,2.7521608289999997,2.4580544194000002,-5.020458128,2.055766615
DNK,GGNLEND,TOT,PC_GDP,A,2012,3.490444397,NA,TRUE,-3.490444397,2.2606194,1.6695404044,-3.17390813,2.055766615
DNK,GGNLEND,TOT,PC_GDP,A,2013,1.235647188,NA,TRUE,-1.235647188,1.1938879773333335,1.3934120778,1.235647188,1.235647188
DNK,GGNLEND,TOT,PC_GDP,A,2014,-1.144427653,NA,TRUE,1.144427653,0.4736164590000002,1.0034561292,-1.144427653,-1.144427653
DNK,GGNLEND,TOT,PC_GDP,A,2015,1.329629842,NA,TRUE,-1.329629842,0.09706302033333354,-0.05188504820000006,-1.144427653,-1.144427653
DNK,GGNLEND,TOT,PC_GDP,A,2016,0.105986872,NA,TRUE,-0.105986872,-0.11688159199999981,-0.4372492244,-1.144427653,-1.144427653
DNK,GGNLEND,TOT,PC_GDP,A,2017,-1.78626149,NA,TRUE,1.78626149,-0.790482770333333,-0.9645086166000001,-1.78626149,-1.78626149
DNK,GGNLEND,TOT,PC_GDP,A,2018,-0.691173693,NA,TRUE,0.691173693,-2.0860532656666666,NA,-1.78626149,-1.78626149
DNK,GGNLEND,TOT,PC_GDP,A,2019,-3.780724614,NA,TRUE,3.780724614,NA,NA,-3.780724614,-3.780724614
FIN,GGNLEND,TOT,PC_GDP,A,1996,3.246377947,NA,FALSE,-3.246377947,NA,NA,NA,NA
FIN,GGNLEND,TOT,PC_GDP,A,1997,1.214724702,NA,FALSE,-1.214724702,0.940858278,NA,NA,NA
FIN,GGNLEND,TOT,PC_GDP,A,1998,-1.638527815,NA,FALSE,1.638527815,-0.6970158633333332,-1.1396262374,NA,-1.638527815
FIN,GGNLEND,TOT,PC_GDP,A,1999,-1.667244477,NA,FALSE,1.667244477,-3.386411278666666,-2.784144795,NA,-1.667244477
FIN,GGNLEND,TOT,PC_GDP,A,2000,-6.853461544,NA,FALSE,6.853461544,-4.498973620666667,-3.8384793614,-6.853461544,-6.853461544
FIN,GGNLEND,TOT,PC_GDP,A,2001,-4.976214841,NA,FALSE,4.976214841,-5.295541505,-3.9955216385999996,-6.853461544,-6.853461544
FIN,GGNLEND,TOT,PC_GDP,A,2002,-4.05694813,NA,FALSE,4.05694813,-3.8189673906666664,-4.1040032286,-6.853461544,-6.853461544
FIN,GGNLEND,TOT,PC_GDP,A,2003,-2.423739201,NA,FALSE,2.423739201,-2.8967799193333335,-3.2636502908,-6.853461544,-4.976214841
FIN,GGNLEND,TOT,PC_GDP,A,2004,-2.209652427,NA,FALSE,2.209652427,-2.4283628276666667,-3.0626374134,-6.853461544,-4.05694813
FIN,GGNLEND,TOT,PC_GDP,A,2005,-2.651696855,NA,FALSE,2.651696855,-2.944166578666666,-3.2728865147999997,-4.976214841,-2.651696855
FIN,GGNLEND,TOT,PC_GDP,A,2006,-3.971150454,NA,FALSE,3.971150454,-3.910346982,-3.623492444,-4.05694813,-3.971150454
FIN,GGNLEND,TOT,PC_GDP,A,2007,-5.108193637,NA,FALSE,5.108193637,-4.418704312666667,-2.684717444,-5.108193637,-5.108193637
FIN,GGNLEND,TOT,PC_GDP,A,2008,-4.176768847,NA,FALSE,4.176768847,-2.2669133036666667,-1.647635861,-5.108193637,-5.108193637
FIN,GGNLEND,TOT,PC_GDP,A,2009,2.484222573,NA,FALSE,-2.484222573,0.28038826200000005,-0.6495653274,-5.108193637,-5.108193637
FIN,GGNLEND,TOT,PC_GDP,A,2010,2.53371106,NA,FALSE,-2.53371106,2.0123786156666665,0.8032378126000002,-5.108193637,-4.176768847
FIN,GGNLEND,TOT,PC_GDP,A,2011,1.019202214,NA,FALSE,-1.019202214,1.902911779,2.1435812796000002,-5.108193637,1.019202214
FIN,GGNLEND,TOT,PC_GDP,A,2012,2.155822063,NA,FALSE,-2.155822063,1.8999909216666666,2.244232137,-4.176768847,1.019202214
FIN,GGNLEND,TOT,PC_GDP,A,2013,2.524948488,NA,FALSE,-2.524948488,2.5560824703333336,2.2225763786000003,1.019202214,1.019202214
FIN,GGNLEND,TOT,PC_GDP,A,2014,2.98747686,NA,FALSE,-2.98747686,2.6459525386666667,2.3583859877999998,1.019202214,2.155822063
FIN,GGNLEND,TOT,PC_GDP,A,2015,2.425432268,NA,FALSE,-2.425432268,2.3703864626666666,2.0566067745999996,1.019202214,2.425432268
FIN,GGNLEND,TOT,PC_GDP,A,2016,1.69825026,NA,FALSE,-1.69825026,1.5902028416666667,1.7287703017999998,1.69825026,1.69825026
FIN,GGNLEND,TOT,PC_GDP,A,2017,0.646925997,NA,FALSE,-0.646925997,1.0769807936666667,1.3274532525999998,0.646925997,0.646925997
FIN,GGNLEND,TOT,PC_GDP,A,2018,0.885766124,NA,FALSE,-0.885766124,0.837861245,NA,0.646925997,0.646925997
FIN,GGNLEND,TOT,PC_GDP,A,2019,0.980891614,NA,FALSE,-0.980891614,NA,NA,0.646925997,0.646925997
FRA,GGNLEND,TOT,PC_GDP,A,1996,3.905879422,NA,FALSE,-3.905879422,NA,NA,NA,NA
FRA,GGNLEND,TOT,PC_GDP,A,1997,3.65283417,NA,FALSE,-3.65283417,3.3123836623333336,NA,NA,NA
FRA,GGNLEND,TOT,PC_GDP,A,1998,2.378437395,NA,FALSE,-2.378437395,2.5447330633333336,2.5717002586,NA,2.378437395
FRA,GGNLEND,TOT,PC_GDP,A,1999,1.602927625,NA,FALSE,-1.602927625,1.7665959003333336,2.0663792696,NA,1.602927625
FRA,GGNLEND,TOT,PC_GDP,A,2000,1.318422681,NA,FALSE,-1.318422681,1.4335415943333334,1.9678704216,1.318422681,1.318422681
FRA,GGNLEND,TOT,PC_GDP,A,2001,1.379274477,NA,FALSE,-1.379274477,1.9526623626666666,2.2952903846,1.318422681,1.318422681
FRA,GGNLEND,TOT,PC_GDP,A,2002,3.16028993,NA,FALSE,-3.16028993,2.851700539,2.6928189181999995,1.318422681,1.318422681
FRA,GGNLEND,TOT,PC_GDP,A,2003,4.01553721,NA,FALSE,-4.01553721,3.588799144333333,3.1002463614,1.318422681,1.379274477
FRA,GGNLEND,TOT,PC_GDP,A,2004,3.590570293,NA,FALSE,-3.590570293,3.653889133333333,3.3131285876,1.318422681,3.16028993
FRA,GGNLEND,TOT,PC_GDP,A,2005,3.355559897,NA,FALSE,-3.355559897,3.1299385993333337,3.2083298426,1.379274477,3.355559897
FRA,GGNLEND,TOT,PC_GDP,A,2006,2.443685608,NA,FALSE,-2.443685608,2.811847236666667,3.0579693665999996,2.443685608,2.443685608
FRA,GGNLEND,TOT,PC_GDP,A,2007,2.636296205,NA,FALSE,-2.636296205,2.781238881,3.7748111182,2.443685608,2.443685608
FRA,GGNLEND,TOT,PC_GDP,A,2008,3.26373483,NA,FALSE,-3.26373483,4.3582700286666665,4.4810434734,2.443685608,2.443685608
